Value,Description
1,LOCATION ADDRESS MESSAGE
10,DISTRIBUTION
11,NATIONAL PROPERTY REGISTRY SYSTEM REAL ESTATE PROPERTY TRANSACTIO
12,PHYSICIAN'S REPORT
13,MAINTENANCE REQUEST
14,MAINTENANCE RESPONSE
15,REQUEST WITH IMMEDIATE RESPONSE REQUIRED (NO FOLLOW-UP)
16,REQUEST WITH IMMEDIATE RESPONSE REQUIRED (FOLLOW-UP REQUIRED)
17,REQUEST WITH IMMEDIATE RESPONSE TO MAILBOX
18,RESPONSE - NO FURTHER UPDATES TO FOLLOW
19,RESPONSE - FURTHER UPDATES TO FOLLOW
1A,UNIQUE ITEM TRACKING CONTROL REPORT
1B,UNIQUE ITEM TRACKING REPORT RECONCILIATION
2,LOCATION RELATION INFORMATION
20,AIR EXPORT WAYBILL AND INVOICE
21,AIR IMPORT INVOICE
22,OCEAN EXPORT DIRECT INVOICE
23,OCEAN EXPORT INDIRECT INVOICE
24,OCEAN EXPORT BROKERAGE INVOICE
25,OCEAN IMPORT INVOICE
26,MISCELLANEOUS SERVICES INVOICE
27,WAREHOUSE SERVICES INVOICE
28,PRE-REGISTRATION
3,REPORT MESSAGE
30,DELIVERY
31,SUBROGATION DEMAND
33,NORMAL
34,EMERGENCY REQUEST
35,SHORT NOTICE REQUEST
36,DAMAGE NOTIFICATION
37,DESIGN REPORT
38,TEST
39,NOTICE OF OCCUPATIONAL DISEASE
3M,SUPPORTING INFORMATION
4,ELECTRONIC MAIL MESSAGE
40,NOTICE OF TRAUMATIC INJURY
41,STATEMENT OF FINANCIAL AFFAIRS
42,CUSTOMER SHIPMENT
43,INTERNATIONAL SHIPMENT
44,INTERPLANT SHIPMENT
45,PRODUCTION TO CARRIER SHIPMENT
46,ADVANCED PAYMENT
47,DELINQUENCY
48,PAYMENT INFORMATION
49,AUDIT
5,REQUEST FOR CO-OP
50,TRANSFER LOAN IN
51,TRANSFER LOAN OUT
52,MAILING ADDRESS SERVICES
54,"INFORMATION ONLY, NO RESPONSE REQUIRED"
55,NEW SERVICE ORDER
56,DENIED REQUEST
57,SERVICE TERMINATION
58,TAX BILLING OR REMITTANCE
6,GUIDELINES
60,MATERIAL IN TRANSIT
62,PREAWARD NOTIFICATION
63,POSTAWARD NOTIFICATION
64,SMALL BUSINESS AWARD NOTIFICATION
65,AWARD NOTIFICATION
66,NOTIFICATION TO LATE BIDDERS
67,NOTIFICATION OF PROTEST RECEIPT
68,ABSTRACT OF OFFERS
69,BID REJECTION NOTICE
6A,ACCOMPLISHMENT BASED RENEWAL
6C,COMPETITIVE RENEWAL
6N,NON-COMPETITIVE RENEWAL
6R,RESUBMISSION
6S,SUPPLEMENTAL
7,BUDGET
70,UNSOLICITED BID NOTICE
71,FILING AND SEARCH REQUEST
72,TERMINATION
73,FILING OFFICER CONFIRMATION
74,AMENDMENT
75,FULL ASSIGNMENT
76,PARTIAL ASSIGNMENT
77,FULL RELEASE OF COLLATERAL
78,PARTIAL RELEASE OF COLLATERAL
79,CONTINUATION
8,COMMITMENT
80,UNIFORM COMMERCIAL CODE FILING WITH BROAD COLLATERAL DESCRIPTION
81,UNIFORM COMMERCIAL CODE FILING WITH SPECIFIC COLLATERAL DESCRIPTI
82,SEGREGATION BY PURCHASE ORDER NUMBER
83,SEGREGATION BY CARRIER PRO NUMBER
85,RESPONSE - NO ACTION TAKEN
87,DISABILITY BENEFITS PROOF OF COVERAGE NOTIFICATION
88,DEBTOR FILING
89,FEDERAL OCCUPATIONAL REPORTING
9,CO-OP ACTUAL
91,SECURED PARTY FILING
94,PARTIAL RELEASE FILING
95,FULL (TOTAL) RELEASE
97,MULTIPLE LISTING
98,SALE
99,LOAN
A0,REQUISITION
A1,STORAGE ITEM DATA CHANGE
A3,ADMINISTRATIVE FEES
A4,AMENDED RETURN
A5,NOTICE OF CHARGE
A6,PROTEST OR RESPONSE TO CHARGE
A7,CHARGE DECISION
AA,DUE TO ANALYSIS
AB,ADVANCE SHIPMENT AND BILLING NOTICE
AC,REQUISITION CANCELLATION
AD,NOTICE OF AVAILABILITY
AE,DUE TO RECONCILIATION (FULL)
AF,REQUISITION FOLLOW-UP
AG,DUE TO RECONCILIATION (PARTIAL)
AH,PRE-EMPLOYMENT SCREENING
AI,ADJUSTED INVOICE
AJ,STUDENT LOAN INTEREST STATEMENT (1098-E)
AK,TUITION PAYMENTS STATEMENT (1098-T)
AL,ARBITRATION
AM,REQUISITION MODIFICATION
AN,MATERIAL OBLIGATION INQUIRY
AP,MATERIAL OBLIGATION ADVICE
AQ,QUANTITY VERIFICATION INQUIRY
AR,SUPPLY ASSISTANCE
AS,SHIPMENT ADVICE
AT,ADMINISTRATIVE ACTION
AV,QUANTITY VERIFICATION ADVICE
AW,MATERIAL OBLIGATION REINSTATEMENT
AZ,DISPOSAL SHIPMENT ADVICE
BA,BACKBILL INVOICE
BB,BILLBACK
BD,STATEMENT OF BALANCE DUE
BF,BEST AND FINAL OFFER
BG,NON-ESCROW OR NON-IMPOUND TRACKING
BH,BILL AND HOLD GOODS
BJ,BANKRUPTCY PETITION
BK,BANKRUPTCY SCHEDULES
BL,BLANKET LEASE SCHEDULE
BM,REQUISITION PASSING ORDER
BN,REQUISITION REFERRAL ORDER
BO,PROCUREMENT CANCELLATION
BP,PROCUREMENT MODIFICATION
BR,BUSINESS TAXPAYER REGISTRATION
BS,BILL OF SALE SCHEDULE
BT,BALANCE AND TRANSACTION REPORT
BU,WORKERS' COMPENSATION 1ST REPORT OF INJURY
BV,WORKERS' COMPENSATION SUBSEQUENT REPORT
BW,WORKERS' COMPENSATION COMBINED 1ST AND SUBSEQUENT REPORT
BX,NOT FOR RESALE INVOICE
BZ,FREIGHT INVOICE
C0,CUSTOMS ENTRY DETAIL
C1,CLAIM INFORMATION
C2,CASE OPENING
C3,CONSIGNMENT
C4,ESCROW OR IMPOUND SERVICE REPORTING
C5,TAX ASSESSMENT BILL
C6,FIXED ASSETS TAX RETURN
C7,SERVICE CANCELLATION
C8,CONFORMED COPY
C9,SUBJECT TO AVAILABILITY OF FUNDS
CA,CASH
CB,CONTRIBUTION
CC,CREDIT COMMISSION INVOICE
CD,CONSOLIDATED DEBIT INVOICE
CE,CONSOLIDATED CREDIT INVOICE
CF,CONSOLIDATED DEBIT MEMO
CG,CONSOLIDATED CREDIT MEMO
CH,CHARGEABLE
CI,CONSOLIDATED INVOICE
CJ,CONFIRMATION
CK,CLAIM SUBMISSION
CL,CUSTOMER ALLOCATION
CM,CALL DETAIL MEMO
CN,CREDIT INVOICE
CO,CORRECTED
CP,COMMISSION PAYMENT
CR,CREDIT MEMO
CS,CASH SURRENDER DISTRIBUTION
CT,COST TYPE INVOICE
CU,CARGO OUTTURN REPORT
CV,COST VOUCHER
CW,CASH LETTER
CX,CHECK LIST
CY,CITATION TO PAY OR APPEAR
CZ,CONVICTION NOTICE
D1,DIVIDEND PAYMENT
D4,RECEIPT
DA,DUE-IN
DB,DETOUR BILLING
DC,DEBIT COMMISSION INVOICE
DD,INTERDISTRICT (PRE-KINDERGARTEN - GRADE 12) STUDENT RECORD
DE,ADVANCE RECEIPT
DF,DIESEL FUEL BILL
DG,RESPONSE
DH,DISCRETIONARY ADDITIONAL COMPANY CONTRIBUTION
DI,DEBIT INVOICE
DK,DUTY DRAWBACK
DL,DEPOSIT LIST
DM,PRIOR DAMAGE REPORT
DN,DIRECT NONQUALIFIED ROLLOVER
DO,DROP SHIPMENT INVOICE
DP,DISTRICT TO POSTSECONDARY STUDENT RECORD
DQ,DIRECT QUALIFIED ROLLOVER
DR,DEBIT MEMO
DS,DISPOSITION
DT,DETAIL
DU,DUPLICATE
E1,ADMINISTRATIVE RECORDS SUBMISSION
EA,EXCESS INTEREST ALLOCATION
EB,ENGINEERING FINAL BILL
EC,CAMPAIGN FILING
ED,LOBBYIST FILING
EF,"ENGINEERING INSTALLATION, RIGHT TO USE, FINAL BILL"
EI,"ENGINEERING INSTALLATION, FINAL BILL"
EM,ESTIMATE OF RECORD
EP,EXPENSE PAYMENT
ER,"ENGINEERING RIGHT TO USE, FINAL BILL"
EX,EXCESS MATERIAL NOTIFICATION
F1,FINAL REPORT
F4,PRE-DETERMINED ALLOCATION
F5,ALLOCATION
F6,SHIPPER IMBALANCE
F7,PRODUCER IMBALANCE
F8,STORAGE REPORT
FA,FORFEITURE ALLOCATION
FB,FINAL BILL
FC,FORFEITURE CREDIT
FD,"CONSOLIDATED INVOICE, FINAL BILL"
FE,"MEMORANDUM, FINAL BILL"
FF,FULL ASSIGNMENT FILING
FG,FILING
FI,FIRST COST INVOICE
FL,FINAL NOTICE
FM,FUNDING MODIFICATION
FN,FIRST NOTICE OF LOSS
