Value,Description
0,CREDIT CARD
1,CCC (CUSTOMS CO-OPERATION COUNCIL)
10,ODETTE
100,"CH, ENTREPRISE DES PTT"
101,"CH, CARBURA"
102,"CH, CENTRALE SUISSE POUR L'IMPORTATION DU CHARBON"
103,"CH, OFFICE FIDUCIAIRE DES IMPORTATEURS DE DENREES"
104,"CH, ASSOCIATION SUISSE CODE DES ARTICLES"
105,"DK, MINISTRY OF TAXATION, CENTRAL CUSTOMS AND TAX"
106,"FR, DIRECTION GENERALE DES DOUANES ET DROITS INDIRECTS"
107,"FR, INSEE"
108,"FR, BANQUE DE FRANCE"
109,"GB, H.M. CUSTOMS & EXCISE"
11,LLOYD'S REGISTER OF SHIPPING
110,"IE, REVENUE COMMISSIONNERS, CUSTOMS AEP PROJECT"
111,"US, U.S. CUSTOMS SERVICE"
112,"US, U.S. CENSUS BUREAU"
113,"US, UCC (UNIFORM CODE COUNCIL)"
114,"US, ABA (AMERICAN BANKERS ASSOCIATION)"
115,"US, DODAAC (DEPARTMENT OF DEFENSE ACTIVE AGENCY CODE)"
116,"US, ANSI ASC X12"
117,"AT, GELDAUSGABEAUTOMATEN-SERVICE GESELLSCHAFT M.B.H."
118,"SE, SVENSKA BANKFOERENINGEN"
119,"IT, ASSOCIAZIONE BANCARIA ITALIANA"
12,UIC (INTERNATIONAL UNION OF RAILWAYS)
120,"IT, SOCIEATA' INTERBANCARIA PER L'AUTOMAZIONE"
121,"CH, TELEKURS AG"
122,"CH, SWISS SECURITIES CLEARING CORPORATION"
123,"NO, NORWEGIAN INTERBANK RESEARCH ORGANIZATION"
124,"NO, NORWEGIAN BANKERS ASS."
125,"FI, THE FINNISH BANKERS' ASSOCIATION"
126,"US, NCCMA (ACCOUNT ANALYSIS CODES)"
128,"BE, BELGIAN BANKERS' ASSOCIATION"
129,"BE, BELGIAN MINISTRY OF FINANCE"
13,ICAO (INTERNATIONAL CIVIL AVIATION ORGANISATION)
130,"DK, PBS (PENGAINSTITUTTERNES BETALINGS SERVICE)"
131,"DE, GERMAN BANKERS ASSOCIATION"
132,"GB, BACS LIMITED"
133,"GB, ASSOCIATION FOR PAYMENT CLEARING SERVICES"
134,"GB, CHAPS AND TOWN CLEARING COMPANY LTD."
135,"GB, THE CLEARING HOUSE"
136,"GB, ARTICLE NUMBER ASSOCIATION (UK) LIMITED"
137,"AT, VERBAND OESTERREICHISCHER BANKEN UND BANKIERS"
138,"FR, CFONB (COMITE FRANCAIS D'ORGAN. ET DE NORMALISATION"
139,UPU (UNIVERSAL POSTAL UNION)
14,ICS (INTERNATIONAL CHAMBER OF SHIPPING)
140,"CEC (COMMISSION OF THE EUROPEAN COMMUNITIES), DG/XXI-01"
141,"CEC (COMMISSION OF THE EUROPEAN COMMUNITIES), DG/XXI-B-1"
142,"CEC (COMMISSION OF THE EUROPEAN COMMUNITIES), DG/XXXIV"
143,"NZ, NEW ZEALAND CUSTOMS"
144,"NL, NETHERLANDS CUSTOMS"
145,"SE, SWEDISH CUSTOMS"
146,"DE, GERMAN CUSTOMS"
147,"BE, BELGIAN CUSTOMS"
148,"ES, SPANISH CUSTOMS"
149,"IL, ISRAEL CUSTOMS"
15,RINET (REINSURANCE AND INSURANCE NETWORK)
150,"HK, HONG KONG CUSTOMS"
151,"JP, JAPAN CUSTOMS"
152,"SA, SAUDI ARABIA CUSTOMS"
153,"IT, ITALIAN CUSTOMS"
154,"GR, GREEK CUSTOMS"
155,"PT, PORTUGUESE CUSTOMS"
156,"LU, LUXEMBOURG CUSTOMS"
157,"NO, NORWEGIAN CUSTOMS"
158,"FI, FINNISH CUSTOMS"
159,"IS, ICELAND CUSTOMS"
16,DUNS (DUN & BRADSTREET)
160,"LI, LIECHTENSTEIN AUTHORITY"
161,UNCTAD (UNITED NATIONS - CONFERENCE ON TRADE AND
162,"CEC (COMMISSION OF THE EUROPEAN COMMUNITIES), DG/XIII-D-5"
163,"US, FMC (FEDERAL MARITIME COMMISSION)"
164,"US, DEA (DRUG ENFORCEMENT AGENCY)"
165,"US, DCI (DISTRIBUTION CODES, INC.)"
166,"US, NATIONAL MOTOR FREIGHT CLASSIFICATION ASSOCIATION"
167,"US, AIAG (AUTOMOTIVE INDUSTRY ACTION GROUP)"
168,"US, FIPS (FEDERAL INFORMATION PUBLISHING STANDARD)"
169,"CA, SCC (STANDARDS COUNCIL OF CANADA)"
17,S.W.I.F.T.
170,"CA, CPA (CANADIAN PAYMENT ASSOCIATION)"
171,"NL, BANK GIROCENTRALE BV"
172,"NL, BEANET BV"
173,"NO, NORPRO"
174,"DE, DIN (DEUTSCHES INSTITUT FUER NORMUNG)"
175,FCI (FACTORS CHAIN INTERNATIONAL)
176,"BR, BANCO CENTRAL DO BRAZIL"
177,"AU, LIFA (LIFE INSURANCE FEDERATION OF AUSTRALIA)"
178,"AU, SAA (STANDARDS ASSOCIATION OF AUSTRALIA)"
179,"US, AIR TRANSPORT ASSOCIATION OF AMERICA"
18,CONVENTIONS ON SAD AND TRANSIT (EC AND EFTA)
181,EDIBUILD
182,"US, STANDARD CARRIER ALPHA CODE (MOTOR)"
183,"US, AMERICAN PETROLEUM INSTITUTE"
184,"AU, ACOS (AUSTRALIAN CHAMBER OF SHIPPING)"
185,"DE, BDI (BUNDESVERBAND DER DEUTSCHEN INDUSTRIE E.V.)"
186,"US, GSA (GENERAL SERVICES ADMINISTRATION)"
187,"US, DLMSO (DEFENSE LOGISTICS MANAGEMENT STANDARDS OFFIC"
188,"US, NIST (NATIONAL INSTUTITE OF STANDARDS AND TECHNOLOG"
189,"US, DOD (DEPARTMENT OF DEFENSE)"
19,FRRC (FEDERAL RESERVE ROUTING CODE)
190,"US, VA (DEPARTMENT OF VETERANS AFFAIRS)"
191,IAPSO (UNITED NATIONS INTER-AGENCY PROCUREMENT SERVICES
192,SHIPPER'S ASSOCIATION
193,"EU, EUROPEAN TELECOMMUNICATIONS INFORMATICS SERVICES (E"
194,"AU, AQIS (AUSTRALIAN QUARANTINE AND INSPECTION SERVICE)"
195,"CO, DIAN (DIRECCION DE IMPUESTOS Y ADUANAS NACIONALES)"
196,"US, COPAS (COUNCIL OF PETROLEUM ACCOUNTING SOCIETY)"
197,"US, DISA (DATA INTERCHANGE STANDARDS ASSOCIATION)"
198,"CO, SUPERINTENDENCIA BANCARIA DE COLOMBIA"
2,CEC (COMMISSION OF THE EUROPEAN COMMUNITIES)
20,BIC (BUREAU INTERNATIONAL DES CONTAINEURS)
21,ASSIGNED BY TRANSPORT COMPANY
22,"US,ISA (INFORMATION SYSTEMS AGREEMENT)"
23,"FR, EDITRANSPORT"
24,"AU,ROA (RAILWAYS OF AUSTRALIA)"
25,EDITEX (EUROPE)
26,"NL, FOUNDATION UNIFORM TRANSPORT CODE"
27,"US, FDA"
28,EDITEUR
29,"GB, FLEETNET"
3,IATA (INTERNATIONAL AIR TRANSPORT ASSOCIATION)
30,"GB, ABTA"
31,"FI, FINISH STATE RAILWAY"
32,"PL, POLISH STATE RAILWAY"
33,"BG, BULGARIA STATE RAILWAY"
34,"RO, RUMANIAN STATE RAILWAY"
35,"CZ, TCHECHIAN STATE RAILWAY"
36,"HU, HUNGARIAN STATE RAILWAY"
37,"GB, BRITISH RIALWAYS"
38,"ES, SPANISH NATIONAL RAILWAY"
39,"SE, SWEDISH STATE RAILWAY"
4,ICC (INTERNATIONAL CHAMBER OF COMMERCE)
40,"NO, NORWEGIAN STATE RAILWAY"
41,"DE, GERMAN STATE RAILWAY"
42,"AT, AUSTRIAN FEDERAL RAILWAYS"
43,"LU, LUXEMBOURG NATIONAL RAILWAY COMPANY"
44,"IT, ITALIAN STATE RAILWAYS"
45,"NL, NETHERLANDS RAILWAYS"
46,"CH, SWISS FEDERAL RAILWAYS"
47,"DK, DANISH STATE RAILWAYS"
48,"FR, FRENCH NATIONAL RAILWAY COMPANY"
49,"BE, BELGIAN NATIONAL RAILWAY COMPANY"
5,ISO (INTERNATIONAL ORGANIZATION FOR STANDARDIZATION)
50,"PT, PORTUGUESE RAILWAYS"
51,"SK, SLOVACIAN STATE RAILWAYS"
52,"IE, IRISH TRANPORT COMPANY"
53,FIATA (INTERNATIONAL FEDERATION OF FREIGHT FORWARDERS A
54,IMO (INTERNATIONAL MARITIME ORGANIZATION
55,"US, DOT (UNITED STATES DEPARTMENT OF TRANSPORTATION)"
56,"TW, TRADE-VAN"
57,"TW, CHINESE TAIPEI CUSTOMS"
58,EUROFER
59,"DE, EDIBAU"
6,UN/ECE (UNITED NATIONS - ECONOMIC COMMISSION FOR EUROPE)
60,ASSIGNED BY NATIONAL TRADE AGENCY
61,ASSOCIATION EUROPEENNE DES CONSTRUCTEURS DE...(AECMA)
62,"US,DISTILLED SPIRITS COUNCIL OF THE US (DISCUS)"
63,NORTH ATLANTIC TREATY ORGANIZATION (NATO)
64,"FR, EDIFRANCE"
65,"FR, GENCOD"
66,"MY, MALAYSIAN CUSTOMS AND EXCISE"
67,"MY, MALAYSIA CENTRAL BANK"
68,"US, BUREAU OF ALCOHOL, TOBACCO AND FIREARMS (BATF)"
69,"US, NATIONAL ALCOHOL BEVERAGE CONTROL ASSO. (NABCA)"
7,CEFIC (CONSEIL EUROPEEN DES FEDERATIONS DE L'INDUSTRIE
70,"MY, DAGANG.NET"
71,"US, FCC (FEDERAL COMMUNICATIONS COMMISSION)"
72,"US, MARAD (MARITIME ADMINISTRATION)"
73,"US, DSAA (DEFENSE SECIRUTY ASSISTANCE AGENCY)"
74,"US, NRC (NUCLEAR REGULATION COMMISSION)"
75,"US, ODTC (OFFICE OF DEFENSE TRADE CONTROLS)"
76,"US, ATF (BUREAU OF ALCOHOL, TOBACCO AND FIREARMS)"
77,"US, BXA (BUREAU OF EXPORT ADMINISTRATION)"
78,"US, FWS (FISH AND WILDLIFE SERVICE)"
79,"US, OFAC (OFFICE OF FOREIGN ASSETS CONTROL)"
8,EDIFICE
80,BRMA/RAA - LIMNET - RENET JOINT VENTURE
81,"RU, (SFT) SOCIETY FOR FINANCIAL TELECOMMUNICATIONS"
82,"NO, ENHETSREGISTERET VED BRONNOYSUNDREGISTERNE"
83,"US, NATIONAL RETAIL FEDERATION"
84,"DE, BRD (GESETZGEBER DER BUNDESREPUBLIK DEUTSCHLAND)"
85,"NORTH AMERCA, TELECOMMUNICATIONS INSDUSTRY FORUM"
86,ASSIGNED BY PARTY ORIGINATING THE MESSAGE
87,ASSIGNED BY CARRIER
88,ASSIGNED BY OWNER OF OPERATION
89,ASSIGNED BY DISTRIBUTOR
9,EAN (INTERNATIONAL ARTICLE NUMBERING ASSOCIATION)
90,ASSIGNED BY MANUFACTURER
91,ASSIGNED BY SELLER OR SELLER'S AGENT
92,ASSIGNED BY BUYER OR BUYER'S AGENT
93,"AT, AUSTRIAN CUSTOMS"
94,"AT, AUSTRIAN PTT"
95,"AU, AUSTRALIAN CUSTOMS SERVICES"
96,"CA, REVENUE CANADA, CUSTOMS AND EXCISE"
97,"CH, ADMINISTRATION FEDERALE DES CONTRIBUTIONS"
98,"CH, DIRECTION GENERALE DES DOUANES"
99,"CH, DIVISION DES IMPORTATIONS ET EXPORTATIONS, OFAEE"
A1,PLANT EQUIPMENT NUMBER
A2,DEPARTMENT OF DEFENSE IDENTIFICATION CODE (DODIC)
A3,LOCALLY ASSIGNED CONTROL NUMBER
A4,SUBSISTENCE IDENTIFICATION NUMBER
A5,APPLICATION STATE OR PROVINCE
A6,DOCUMENT IDENTIFICATION CODE
A7,SUBLINE ITEM NUMBER
A8,EXHIBIT LINE ITEM NUMBER
AA,"ASSEMBLY LEVEL CODE, VEHICLE MAINTENANCE REPORTING STANDARDS (VMR"
AB,ASSEMBLY
AC,AGGREGATION CODE (USED TO CONSOLIDATE PART FAMILIES)
AD,AMERICAN DENTAL ASSOCIATION CODES
AE,SERIAL ITEM AND CONTRIBUTION IDENTIFIER (DEFINED IN ANSI 239.56)
AF,FRONT AXLE SERIAL NUMBER
AG,AGE
AH,BILLBOARDS COMMERCIAL
AI,ALTERNATE ISBN
AJ,PIGGYBACK COMMERCIAL
AK,REFINED PRODUCT CODE
AL,AXLE SERIAL NUMBER
AM,ALLOCATION METHODOLOGY IDENTIFICATION CODE
AN,ASSET NUMBER
AP,"COMPONENT LEVEL CODE, VEHICLE MAINTENANCE REPORTING STANDARDS (VM"
AQ,APPRAISAL PRODUCT TYPE
AR,ARINC PART NUMBER
AS,REAR AXLE SERIAL NUMBER
AT,ASSORTABILITY CODE
AU,APPRAISAL SERVICE
AV,ADDITIONAL PRODUCT IDENTIFICATION ASSIGNED BY THE MANUFACTURER
AW,WELL NUMBER
AX,ASSEMBLY LOT NUMBER
AY,"SYSTEM LEVEL CODE, VEHICLE MAINTENANCE REPORTING STANDARDS (VMRS)"
AZ,AXLE RATIO
B1,VOLUME SET
B2,LIBRARY OF CONGRESS CODE
B3,EDITION CODE
