Value,Description
1,CONTROL EFFICIENCY
10,PAINTING COSTS
11,STRUCTURAL COSTS
12,APPLIANCES
13,UTILITIES
14,CARPET OR FLOORS
15,OTHER REPAIRS
16,LANDSCAPING
18,ROOF
19,WINDOWS
1F,RADIO FREQUENCY
2,CAPTURE EFFICIENCY
20,CLEANING OR TRASH REMOVAL
21,PROBABLE SALES PRICE
22,PROXIMITY
23,REPAIRS AND IMPROVEMENTS
24,CONTRIBUTORY VALUE OF REPAIRS AND IMPROVEMENTS
25,MARKETING TIME
26,CLOSED COMPARABLE SALES
27,COMPETITIVE LISTINGS IN PRICE RANGE
28,FINANCING CONCESSIONS
29,MARKETING CONCESSIONS
2F,ALTERNATE RADIO FREQUENCY
3,PHOTONFLUX DENSITY
30,PROBABLE NET PRICE
31,SUGGESTED INITIAL LIST PRICE
32,VALUE CHANGE
33,PROBABLE FINAL VALUE
34,OCCUPANCY RATE
35,NUMBER OF LIVING UNITS
36,NUMBER OF PHASES
37,NUMBER OF ACTIVE LISTINGS
38,PRICE ACTIVE LISTINGS
3A,TARGET DEPTH
3B,CURRENT DEPTH
3C,TOTAL DEPTH
3D,WELL TEST BEFORE OIL
3E,WELL TEST BEFORE GAS
3F,WELL TEST BEFORE WATER
3G,WELL TEST AFTER OIL
3H,WELL TEST AFTER GAS
3I,WELL TEST AFTER WATER
3J,ESTIMATED DEPTH OF OPERATIONS
4,THROUGHPUT RATE
40,PRICE PER GROSS LIVING AREA
41,BUILT-UP RATE
42,VACANT RATE
43,TYPICAL RENTS
44,NEIGHBORHOOD APARTMENT VACANCY
45,NUMBER OF ADMISSIONS
48,COST OF HIRE
49,FRONTAGE
4F,SQUELCH TONE
5,CLOUD COVER
50,GROSS SALES
51,NUMBER OF EMPLOYEES
52,PAYROLL
53,PER CAPITA OR EACH
54,REMUNERATION
56,TOTAL COST
57,TOTAL MILEAGE
58,NUMBER OF RATING UNITS
5F,HEIGHT ABOVE GROUND
6,VELOCITY
62,GARAGE EMPLOYEE PAYROLL MAXIMUM
63,EMPLOYEE GROSS WAGE LESS ALLOWABLE DEDUCTIONS
65,GARAGE EMPLOYEE AVERAGE HOURS WORKED PER WEEK
66,GARAGE (DEALERS) EMPLOYEE WEEKS WORKED
68,GROSS WAGE
6F,GAIN
7,PLUME HEIGHT
78,SUBCONTRACTOR - LABOR AND MATERIALS
79,SUBCONTRACTOR - LABOR ONLY
8,INDIVIDUALS
8F,DIRECTIONAL HEIGHT ABOVE AVERAGE TERRAIN
9,STORAGE LIMITS
A,CONSOLIDATED WEIGHT
A1,ACIDS
A2,ADSORPTION
A3,AGING TIME
A4,AROMATICS
A5,AVERAGE DIFFERENTIAL PRESSURE
A6,AVERAGE STATIC PRESSURE
A7,FLAME PROJECTION DISTANCE
A9,EXPOSURE
AA,ALTERNATING CURRENT
AAA,UNIT NET WEIGHT
AAB,UNIT GROSS WEIGHT
AAC,TOTAL NET WEIGHT
AAD,TOTAL GROSS WEIGHT
AAE,ITEM GROSS WEIGHT
AAF,NET NET WEIGHT
AAG,GROSS WEIGHT (ITEM LEVEL)
AAH,CUSTOMS LINE ITEM MEASUREMENT
AAI,VISA QUANTITY
AAL,NET WEIGHT
AAM,GROSS TONNAGE OF THE VESSEL
AAN,NET TONNAGE OF THE VESSEL
AAO,HUMIDITY
AAP,AC-APPARENT POWER
AAP,VOLTAGE
AAQ,POWER CONSUMPTION
AAR,HEAT DISSIPATION
AAS,AIR FLOW
AAT,SHOCK IMPACT
AAU,OPERATIVE TEMPERATURE
AAV,NON OPERATIVE TEMPERATURE
AAW,GROSS VOLUME
AAX,NET VOLUME
AAY,WATER CONTENT
AAZ,TENSILE STRESS
AB,ACTIVATION ENERGY
ABA,FIBROSITY
ABB,GAUGE LENGTH
ABC,RADIUS
ABD,STRAIGHTNESS
ABE,STRAIN
ABF,TEST PIECE DIMENSIONS
ABG,AVERAGE READING
ABH,EXTERNAL DIMENSION
ABI,INTERNAL DIMENSION
ABJ,VOLUME
ABK,LOADING METER
ABL,RETAIL CONTAINER DIMENSION
ABM,RETAIL CONTAINER SIZE
ABN,OTHER US GOVERNMENT AGENCY APPLICATION
ABO,ABSORBANCE
ABO,MEASUREMENT
ABQ,PERCENTAGE OF ALCOHOL (BY VOLUME)
ABR,ABRASION
ABR,DIMENSIONS TOTAL WEIGHT
ABS,ABSORBENCY
ABS,ITEM WEIGHT
ABU,LICENCE (QUANTITY DEDUCTED)
ABV,CARGO LOADED
ABW,CARGO DISCHARGED
ABX,WEIGHT OF CONVEYANCE
ABY,CONVEYANCE SUMMER DEAD WEIGHT
ABZ,CONTAINERIZED CARGO ON VESSEL'S WEIGHT
AC,ACTINIUM
ACA,NON-CONTAINERIZED CARGO VESSEL'S WEIGHT
ACB,1ST SPECIFIED TARIFF QUANTITY
ACC,2ND SPECIFIED TARIFF QUANTITY
ACD,3RD SPECIFIED TARIFF QUANTITY
ACE,WEIGHT ASCERTAINED
ACF,CHEMISTRY
ACG,CHARGEABLE WEIGHT
ACH,CORE NOTCH DIMENSIONS
ACI,CORE SIZE
ACJ,DECISION RESULT VALUE
ACK,DIMENSIONAL TOLERANCE
ACL,DISCRETE MEASUREMENT VALUE
ACM,DIMENSION USED IN PRICE EXTENSION
ACN,ACID NUMBER
ACN,ESTIMATED GROSS WEIGHT
ACO,ENVIROMENTAL CONDITIONS
ACP,ESTIMATED VOLUME
ACQ,FOOTAGE
ACR,INTERPOLATED VALUE
ACS,VESSEL OVERALL LENGTH
ACT,LIMITED COIL MEASUREMENT
ACU,LIFT LIMITATION
ACV,LOADING METERS
ACW,NUMBER OF AXLES
ACX,PAYLOAD
ACY,PARTING CUT (SAWCUT)
ACZ,PHYSICAL DIMENSIONS
AD,AMBIENT TEMPERATURE
ADA,PACKAGE LIMITATIONS
ADB,PLATFORM LIMITATION
ADC,RECEIVING FACITITY LIMITATIONS
ADD,PROPERTY SPECIFICATION
ADE,SHIPPING TOLERANCE
ADF,SHADE
ADG,STORAGE LIMITATIONS
ADH,ADHESION
ADH,SURFACE ROUGHNESS
ADI,SURFACE TREATMENT
ADJ,SURFACE
ADK,SPECIFICATION VALUE
ADL,TRANSPORTATION EQUIPMENT LIMITATIONS
ADM,DYE MANUFACTURING UNITS
ADM,TEST RESULTS
ADN,TIME USED IN PRICE EXTENSION
ADO,OBSERVED VALUE
ADP,TRUE VALUE
ADQ,WEIGHT USED IN PRICE EXTENTION
ADR,START POSITION IN THE LENGTH
ADS,END POSITION IN THE LENGHT
ADT,START POSITION IN THE WIDTH
ADU,END POSITION IN THE WIDTH
ADV,START POSITION IN THE THICKNESS
ADW,END POSITION IN THE THICKNESS
ADX,TRANSPORT CONTAINER ACTUAL FILLING WEIGHT
ADY,TRANSPORT CONTAINER MAXIMUM CAPACITY
ADZ,DECLARED NET WEIGHT
AE,ARGON
AEA,LOADING HEIGHT
AEB,STACKING HEIGHT
AEC,CALCULATED WEIGHT
AED,FERRITE
AEE,IMPURITY
AEF,GRAIN SIZE
AEG,LANTHANIDES
AEH,ELASTICITY
AEI,DRAINED WEIGHT
AEJ,GALLIUM
AEK,STRONTIUM
AEM,EQUIPMENT STORAGE LIMITATION
AEN,RADIOACTIVE INDEX OF TRANSPORT
AEO,RADIOACTIVITY
AEP,AVERAGE GROSS WEIGHT
AF,ANGLE OF BEND
AG,AMERICIUM
AGE,INVENTORY AGE
AGI,AGGRESSIVE INDEX
AH,ASTATINE
AI,ACIDITY
AJ,AIM GAGE
AK,VOLATILE ORGANIC COMPOUNDS (VOCS)
AL,SPINE SHOW
ALK,ALKALINITY
ALN,ALKALINITY NUMBER
ALP,ALPHA-CELLULOSE
AM,AVERAGE SPEED
AMI,AMINES
AMW,AVERAGE MOLECULAR WEIGHT
AN,FLUTE TEST
AOX,ANTIOXIDANT
AP,AVERAGE PRESSURE
API,API GRAVITY
APP,APPEARANCE
AS,ASH FUSION TEMPERATURE
ASH,ASH
ASY,ASSAY
AT,ADDITIVE
AU,NUMBER OF UNITS PROJECTED
AV,AGE
AVT,AVERAGE TEMPERATURE
AW,REMAINING ECONOMIC LIFE
AX,REMAINING PHYSICAL LIFE
AY,NUMBER OF COMPARABLE SALES
AZ,ARBOR SIZE
B,BILLED WEIGHT
B1,BASE NUMBER
B2,NUMBER OF COMPARABLE LISTINGS
B3,PRESENT LAND USE
B4,SUBJECT PHASE DWELLING UNITS
B5,OCTANOL/WATER PARTITION COEFFICIENT
B6,TOTAL PROJECT DWELLING UNITS
BA,BARIUM
BB,BERYLLIUM
BC,BILLET SIZE
BD,BIAS
BDP,PERFORATION BOTTOM DEPTH
BE,BORON FACTOR
BF,BRINELL
BG,BERKELIUM
BH,BROMINE
BHF,BOTTOMHOLE PRESSURE - FLOWING
BHS,BOTTOMHOLE PRESSURE - SHUTIN
BIC,BARK IN CHIPS
BJ,BURST INDEX
BK,BULK
BL,BLISTERS
BL,BREAKING LOAD
BN,BEND
BND,AMOUNT BOUND IN MATERIAL
BND,BANDS
BO,LATERAL BOW (CAMBER)
BOR,BOILING RANGE
BP,BOILING POINT
BQ,BREAKS
BR,BRIGHTNESS
BRA,BRAKES
BRE,BREAK
BRS,BREAKING STRENGTH
BS,BREAKING STRENGTH
BSW,BREAKING STRENGTH WET
BSW,PERCENT BOTTOM SEDIMENT AND WATER
BT,BURSTS
BU,BUCKLES
BUD,BULK DENSITY
BW,BASIS WEIGHT
BX,BLOOD ALCOHOL
C,ACTUAL NEW REPEATED FOR COMBINATION
C0,COLOR GRADE
C1,CARBONYL
C2,CATALYST
C3,MAXIMUM CONTRACTION
C4,COLOR QUADRANT
CA,CALIPER
CAU,CAUSTIC REACTION SEVERITY
CC,CELSIUS
CCF,COMPOSITE CORRECTED FACTOR
CCG,COMBINED CENTER OF GRAVITY
CD,COMPRESSION
CE,CAPACITANCE IN
CF,CAPACITANCE OUT
CG,CADMIUM
CGR,COLOR GRAYNESS RD
CH,CESIUM
CHA,CHEMICAL ADDITION RATE
CHB,CHLOROPHYLL-A
CHC,CONCENTRATION OF HAZARDOUS COMPONENT
CHG,RATE OF CHANGE
CHL,CHLORIDES
CHN,CHANGE
CI,CURIUM
CIV,CUENE INTRINSIC VISCOSITY
CJ,CYCLE TIME
CK,CALIFORNIUM
CL,CLADDING THICKNESS(% OF COMPOSITE THICKNESS)
CLA,CLARITY
CLB,CALIBRATION
CLN,CLEANLINESS
CM,COLOR
CM,CURES
CN,CHLORINE
CO,CORE LOSS
COF,COEFFICIENT FACTOR
COH,COERCIVE FORCE
COL,COLOR
CON,CONCENTRATION
COR,CORROSIVENESS
COS,COST
COT,CONTENT
CP,CRIMP
CPF,CASING PRESSURE - FLOWING
CPS,CASING PRESSURE - SHUTIN
CPT,CUP TEST ADHESION
CQ,CUTS
CR,CROSSWISE SPACING
CRF,FREE CHLORINE RESIDUAL
CRL,COMPRESSION RELAXATION
CRN,CROWN
CRT,TOTAL CHLORINE RESIDUAL
CS,CROSS SECTION
CSC,CHOKE SIZE - CASING
CSR,COST REALISM
CST,CHOKE SIZE - TUBING
CT,CENTER-TO-CENTER
CT,CONTENTS OF PACKAGE
CTG,COATING
CTT,CONTACT TIME
CU,COIL CURVATURE
CUT,CURE TIME
CV,COMMERCIAL WEIGHT
CW,CUTTABLE WIDTH
CWT,CHARGE WEIGHT
CX,CALCULATED VALUE
CY,CONTAMINATION
CYB,COLOR YELLOWNESS (+B)
CZ,CORE LENGTH
D,DESTINATION WEIGHT AGREEMENT
D1,MAXIMUM DILATATION
D2,DISPERSING AGENT
D3,DRYING AGENT
D4,DRY POINT
D5,WEAR
D6,HORIZONTAL
D7,DISTILLATION FRACTION
D8,VERTICAL
D9,DOTS PER INCH
DA,DELTA VALUE A
DAT,DATUM DEPTH
