Value,Description
A010,ABSOLUTE MINIMUM CHARGE
A020,ACCESS CHARGE - FEDERAL
A030,ACCESS CHARGE - STATE
A040,ACCESS CHARGES
A050,ACCOUNT NUMBER CORRECTION CHARGE
A060,ACID (BATTERY)
A070,ACKNOWLEDGMENT OF DELIVERY FEE (AOD)
A080,ACTIVATION OF CARNET
A090,AD VALOREM
A100,ADD ON - DESTINATION
A110,ADD ON - ORIGIN
A112,ADD TO MAKE MARKET VALUE
A120,ADDITIONAL COPIES OF FREIGHT BILL
A121,ADDITIONAL COMMERCIAL INVOICES
A122,ADDITIONAL TARIFF CLASSIFICATIONS
A130,ADDITIONAL MATERIAL
A140,ADDRESS CORRECTION
A150,ADJUSTMENT FOR MAXIMUM CHARGES BILLING
A160,ADJUSTMENT FOR MINIMUM AVERAGE TIME REQUIREMENT BILLING
A170,ADJUSTMENTS
A172,ADMINISTRATIVE
A180,ADVANCE CHARGES HANDLING
A190,ADVANCE DESTINATION AMOUNT
A200,ADVANCE DESTINATION FEE
A210,ADVANCE FEE
A220,ADVANCE LADING CHARGE
A230,ADVANCE ORIGIN AMOUNT
A240,ADVANCE ORIGIN FEE
A250,ADVANCES
A260,ADVERTISING ALLOWANCE
A270,AFFIDAVIT
A280,AGENT DISBURSEMENT - DESTINATION
A290,AGENT DISBURSEMENT - ORIGIN
A300,AIR EXPORT CERTIFICATE
A310,AIR EXPRESS CHARGE
A320,AIR TRANSPORTATION CHARGE
A330,AIRCRAFT ON GROUND (AOG)
A340,AIRLINE OPENING FEE
A350,AIRPORT TERMINAL HANDLING CHARGE
A360,ALCOHOLIC BEVERAGE REPORT CHARGE
A370,"ALLEGHENY COUNTY, PA DELIVERY CHARGE"
A380,ALLOWANCE ADVANCE
A390,ALLOWANCE FOR CONSIGNMENT MERCHANDISE
A400,ALLOWANCE NON-PERFORMANCE
A410,"""ALTERATIONS"""
A420,AMENDING EXPORT DOCUMENTATION
A430,ANNEAL/HEAT (STEEL OR GLASS TREATMENT)
A440,ANODIZING CHARGE
A445,ANTI-DUMPING DUTY
A450,APPOINTMENT (NOTIFICATION)
A460,ARBITRARY (IN ADDITION TO THROUGH RATES AND CHARGES)
A470,ART WORK
A480,ASSEMBLY
A485,ASSIST AMOUNT
A490,ATTACHMENTS TO BILL OF LADING CHARGE
A500,BAD DEBT
A510,BANKING DRAFTS
A520,BASE CHARGE
A530,BASIC REORDER ALLOWANCE
A540,BEAMING CHARGE
A550,BEDDING/FEEDING/DISINFECTING
A555,BEEF FEE
A560,BEYOND CHARGE
A570,BEYOND FREIGHT CHARGES
A580,BILL AND HOLD
A590,BILL OF LADING ATTENDANCY
A600,BILL OF LADING CHARGE
A610,BILLED DEMAND
A620,BLACK LUNG TAX
A630,BLOCKING AND BRACING CHARGE
A640,BLOWER CHARGE
A650,BOBTAIL CHARGES
A658,BOND AMOUNT
A660,BOND CHARGE
A670,BORDEAUX ARBITRARIES
A680,BOTH-FLAT
A690,BREAK BULK SURFACE CHARGE
A691,BREAKBULK SERVICES
A700,BRIDGE TOLL
A710,BROKEN LOT
A720,BROKEN PACKAGE CHARGE
A721,BROKERAGE
A730,BROKERAGE OR DUTY
A740,BUNKER SURCHARGE
A750,BURNING
A760,BUYER HAND CARRY
A770,BUYERS CAR ALLOWANCE
A780,CABLE PRESSURIZATION
A790,CABLES (SENDING OF)
A800,CALL TAG
A810,CAMP ARBITRARY
A820,CANADA GREAT LAKES ADDITIONALS
A830,CANADIAN C.Q.CUSTOMS CLEARANCE
A840,CANADIAN CURRENCY EXCHANGE
A850,CANADIAN IMPORT TERMINATION FEE
A860,CANADIAN RECONSIGNMENT FEE
A870,CANADIAN REMANIFEST FEE
A880,CANCELLATION CHARGE
A890,"CANCELLED ORDER, HEAVY DUTY FLATCAR"
A900,CAPPING
A910,CAR LOADING
A920,CAR RENTAL
A930,CARRIER CREDIT ALLOWANCE
A940,CARRIER DEBIT ALLOWANCE
A950,CARRIER NOTIFICATION CHARGE
A960,CARRIER
A970,CARTAGE CHARGE
A980,CARTAGE
A990,CATALOGING SERVICES
ADOW,"PAYROLL ADDITIVES, OVERTIME LABOR"
ADRW,"PAYROLL ADDITIVES, STRAIGHT TIME LABOR"
AFEE,FEE
ALPT,PORT CHANGES
B000,CENTRAL BUY
B010,CENTS OFF
B015,BOP SHEET
B020,CERTIFICATE OF CONFORMANCE
B030,CERTIFICATE OF ORIGIN
B040,CERTIFICATE OF REGISTRATION
B050,CERTIFICATION
B060,CHAIN AND BINDERS
B070,CHAMBER OF COMMERCE SERVICE CHARGE
B080,CHANGE OF AIRBILL - SERVICE FEE
B090,CHARGES FORWARD/ADVANCE CHARGE
B091,CHARTER SERVICES
B100,CHASSIS TRANSFER
B110,CHEMICAL MILLING CHARGE
B120,CHICAGO LOOP CHARGE
B130,CIGARETTE STAMPING
B140,CITY DELIVERY
B150,CITY MAINTENANCE FEE
B160,CITY PICKUP
B170,CITY TERMINAL CHARGE
B180,CLEANING CHARGE
B190,CLOSING & SEALING
B200,CO-MANUFACTURING DISCOUNT
B210,CO-OP CREDIT
B220,"COATING (DIP, RUSTPROOF, EDP)"
B230,COD AMOUNT
B240,COD CHARGES
B250,COLLECT ON DELIVERY ALTERATION CHARGE
B260,COLLECT ON DELIVERY DELETION CHARGE
B270,COLLECT SURCHARGE
B280,COMBINATION PERFORMANCE AND NON-PERFORMANCE
B290,COMBINATION
B300,COMBINE ALL SAME DAY SHIPMENT
B310,COMMISSION AMOUNT
B320,COMPETITIVE ALLOWANCE
B330,COMPETITIVE CAR ALLOWANCE
B340,COMPETITIVE PRICE
B350,COMPRESSOR CHARGE
B360,CONCESSION CREDIT
B370,CONCESSION MONEY
B380,CONGESTION SURCHARGE
B390,CONNECT CHARGE
B400,CONSERVATION RESEARCH FEE
B500,CONSIGNEE UNLOAD
B510,CONSOLIDATION
B520,CONSTANT SURVEILLANCE SERVICE - ARMED
B530,CONSTANT SURVEILLANCE SERVICE
B540,CONSULAR LEGALIZATION SERVICE
B550,CONSULARIZATION FEE
B551,CONSULTING SERVICE
B555,CONSUMER SERVICE PROVIDER CHARGE
B560,CONTAINER ALLOWANCE
B570,CONTAINER DEPOSITS
B580,CONTAINER DESTUFFING
B581,CONTAINER DISCOUNT
B590,CONTAINER LEASING
B600,CONTAINER SERVICE CHARGE UK/EUR
B610,CONTAINER SERVICE CHARGE USA/CANADA
B620,CONTAINER STUFFING
B630,CONTAINER/TRAILER ALLOWANCE
B650,CONTINUOUS MILEAGE
B660,CONTRACT ALLOWANCE
B670,CONTRACT ESCALATION
B680,CONTRACT SERVICE CHARGE
B690,CONTROLLED ATMOSPHERE
B700,CONVERTING
B720,COOPERATIVE ADVERTISING/MERCHANDISING ALLOWANCE (PERFORMANCE)
B730,COPY OF BILL OF LADING CHARGE
B740,COPY OF DELIVERY RECEIPT CHARGE
B742,COPYING
B750,CORE CHARGE
B760,COST RECOVERY FACTOR
B770,COST RECOVERY/ADJUSTMENT
B775,COTTON FEE
B780,COUNT AND RECOUNT
B785,COUPON REIMBURSEMENT
B787,COUNTERVAILING DUTY
B790,CRAFTING
B791,CRATING
B800,CREDIT
B801,CREDIT CARD PROCESSING FEE
B802,CREDIT CARD PROCESSING FEE - AUTOMATED DIAL-UP LINE
B803,CREDIT CARD PROCESSING FEE - LEASED LINE
B804,CREDIT CARD PROCESSING FEE - FLEET CARDS
B810,CURRENCY ADJUSTMENT FACTOR
B820,CURRENCY ADJUSTMENT
B830,CURRENCY DISCOUNT
B840,CUSTOMER ACCOUNT IDENTIFICATION
B850,CUSTOMER EQUIPMENT ALLOWANCE
B860,CUSTOMS BROKER FEE
B870,CUSTOMS CHARGE
B872,CUSTOMS DUTY
B880,CUSTOMS ENTRY
B881,CUSTOMS EXAM
B890,CUSTOMS FORMALITIES
B900,CUSTOMS INVOICE - ADDITIONAL PAGE
B910,CUSTOMS INVOICE
B911,CUSTOMS PENALTY
B920,CUT AND PARALLEL
B930,CUT
B940,CUTTING CHARGE
B950,DAMAGED MERCHANDISE
B960,DATA/DRAWING CHARGE
B970,DE-INSTALLATION
B980,DEADHEAD MILEAGE CHARGE
B990,DEAF AND DISABLED SURCHARGE
B992,DECLARED VALUE FOR CARRIAGE
B994,DECLARED VALUE FOR CUSTOMS
B996,DECLARED VALUE FOR INSURANCE
B998,DEDUCT TO MAKE MARKET VALUE
BU2T,BUNKER ADJUSTMENT - 20 FOOT CONTAINER
BU4T,BUNKER ADJUSTMENT - 40 FOOT CONTAINER
BUAT,BUNKER ADJUSTMENT
BURD,"BURDEN, OVERHEAD, OR ALLOWANCE FOR INDIRECT COSTS"
C000,DEFECTIVE ALLOWANCE
C010,DEFICIT FREIGHT
C020,DELAY FURNISHING DESTINATION WEIGHTS
C030,DELIVERY SURCHARGE
C040,DELIVERY
C050,DEMAND CHARGE
C060,DEMURRAGE - AVERAGE AGREEMENT
C070,DEMURRAGE - SPECIAL
C080,DEMURRAGE
C090,DEPOSIT CHARGES
C100,DEPOSIT IN LIEU OF ORDER
C110,DEPOSIT
C120,DERAMPING
C130,DERRICK CHARGE
C140,DESIGNATED SUPPLIER INSPECTION
C150,DESTINATION CHARGE
C160,DETENTION - SPECIAL TYPE FLAT CAR
C170,DETENTION LOADING
C180,DETENTION OF POWER UNITS
C190,DETENTION OF TRAILERS
C200,DETENTION UNLOADING
C210,DETERMINED FREIGHT
C220,DEVELOPMENT CHARGE
C230,DIE SERVICE CHARGE
C231,DISBURSEMENT
C240,DISCONNECT CHARGE
C250,DISCOUNT - DROP BOX/CONVENIENCE CTR.
C260,DISCOUNT - INCENTIVE
C270,DISCOUNT - MULTIPLE SHIPMENT
C280,DISCOUNT - SERVICE OPTION (DELIVERY)
C290,DISCOUNT - SERVICE OPTION (PICKUP)
C300,DISCOUNT - SPECIAL
C310,DISCOUNT
C320,DISPLAY ALLOWANCE
C330,DISTRIBUTION FEE
C340,DISTRIBUTION SERVICE
C350,DISTRIBUTOR DISCOUNT/ALLOWANCE
C360,DIVERSION AND RECONSIGNMENT
C370,DIVERSION CHARGE
C380,DIVERSION TO AIR CHARGE
C390,DOCKAGE - BOAT DETENTION
C400,DOCUMENTATION CHARGE
C401,DOCUMENT HANDLING
C402,DOOR-TO-DOOR
C410,DOWEL PIN CHARGE
C420,DRAYAGE
C430,DRAYAGE/LINE HAUL
C440,DRIVER ASSISTED UNLOADING
C450,DRIVER'S WAGES
C460,DROP DOCK
C470,DROP YARD
C480,DRUM COST
C490,DRUM DEPOSIT
C500,DRUM UP CHARGE
C510,DRY ICE
C520,DRYER CHARGE
C530,DUTY CHARGE
C531,DUTY DRAWBACK
C540,EARLY BUY ALLOWANCE
C550,EARLY PAYMENT ALLOWANCE
C560,EARLY SHIP ALLOWANCE
C570,EMERGENCY PORT CHARGE
C580,EMERGENCY SERVICE
C590,EMERGENCY SURCHARGE
C600,EMPTY WEIGHING CHARGE
C610,ENCLOSURE
C630,ENDORSEMENT FEE
C640,ENERGY CHARGE
C650,ENERGY SURCHARGE (FUEL ADJUSTMENT FACTOR)
C660,ENGINEERING CHARGE
C670,ENGRAVING
C675,ENTERED VALUE
C680,ENVIRONMENTAL PROTECTION SERVICE
C690,ESCALATION
C700,ESCORT SERVICE
C710,EUR1 PRESENTATION FEE
C720,EUROPEAN PORT CHARGES
C730,EXCESS MILEAGE CHARGE
C740,EXCESS PERIODS
C750,EXCESS VALUE FEE
C760,EXCESS WEIGHT
C770,EXCESSIVE VALUE CHARGE
C780,EXCHANGE ACCESS CREDIT
