Value,Description
0,AUTHORIZE
1,ADD
10,ADJOURN
11,APPROVE
12,AUCTION
13,CLEARED
14,COMPOSE
15,CORRECT AND RESUBMIT CLAIM
16,CONSIDER
17,CREATE
18,DECIDE
19,DECLARE
2,CHANGE (UPDATE)
20,DECREE RECALL
21,DISAPPROVE
22,DISSOLVE
23,ESCALATION
24,ON-HOLD
25,DROPPED
26,BANKRUPTCY FILED - REVIEW ACCOUNT
27,MOVED - FOLLOW UP
28,CHANGE PHONE NUMBER
29,PAYMENT RECEIVED - FOLLOW UP
3,DELETE
30,ACCOUNT ACTIVE - PURSUE
31,RETURN PER CLIENT REQUEST
32,PURSUE LEGAL ACTION
33,ACTIVE
34,PURSUE GARNISHMENT
35,NEW ASSIGNMENT - PROCEED
36,REPOSSESS MERCHANDISE
37,ADJUST PAYMENT
38,CHANGE ADDRESS
39,SKIPTRACE ACCOUNT
4,VERIFY
40,CLOSE ACCOUNT - DECEASED
41,UPDATE TO INACTIVE
42,ACCOUNT PAID IN FULL - CLOSE ACCOUNT
43,REFUSED TO PAY - REVIEW ACCOUNT
44,ACCOUNT DISPUTED - REVIEW
45,DO NOT CONTACT - FAIR DEBT COLLECTION PRACTICES ACT (FDCPA)
46,FORWARD ACCOUNT
47,ENFORCE
48,EXTINGUISH
49,JUDGMENT FOR DEFENDANT
5,SEND
50,JUDGMENT FOR PLAINTIFF
51,COMPLETE
52,JUSTIFIED
53,LEGAL MORATORIUM ON DEBTS INCURRED TO DATE
54,MEETING HELD
55,MEETING HELD AND OPENED
56,MORATORIUM
57,NOT FILED
58,NOT JUSTIFIED
59,PARTIAL RELEASE
6,RECEIVE
60,PROVISIONAL MORATORIUM
61,READJUDICATE
62,RESOLVE
63,RESULTED IN A SUIT
64,RESULTED IN NO LIQUIDATION
65,SET ASIDE
66,SETTLED OUT OF COURT
67,SOLD
68,STAYED
69,SUBORDINATION
7,REQUEST
70,SURRENDER
71,TERM EXPIRED
72,UNSATISFIED
73,VOID
74,"SUSPENDED, 24 HOURS"
75,DISPUTE
76,ASSIGN
77,AGENT CHANGE
78,AGENT HIERARCHY CHANGE
79,REACTIVATE
8,IN PRODUCTION SEND
80,RECONCILE
81,RENEW
82,FOLLOW UP
83,FUTURE
84,LETTER OF AUTHORITY SENT
85,NEW PREMIUM ONLY
86,PENDED FOR FOLLOW UP
87,COUNTERSUE
88,CONTACT VIA TELEPHONE CALL
89,CONTACT VIA FAX
9,NOT CAPABLE OF TAKING ACTION
90,MARK
91,IN PROGRESS
92,RECONFIRM
93,SEND RECORD AT END OF THE FALL TERM
94,SEND RECORD AT END OF THE WINTER TERM
95,SEND RECORD AT END OF THE SPRING TERM
96,SEND RECORD AT END OF THE SUMMER TERM
97,SEND RECORD AT END OF THE INTERSESSION TERM
A,ADD A BILL OF LADING
A1,CERTIFIED IN TOTAL
A2,CERTIFIED - PARTIAL
A3,NOT CERTIFIED
A4,PENDED
A5,UPHELD
A6,MODIFIED
AA,AWARD
AB,ABANDON
AC,ACKNOWLEDGE
AD,DECREASE IN AMOUNT
AE,ACTIVATE
AF,AFFIRM
AG,ADDED COMMODITY CODES
AH,ADDED EQUIPMENT
AI,INCREASE IN AMOUNT
AJ,ADDED POINTS SERVED
AL,ALLOW
AP,APPEAL
AQ,ACQUITTED
AR,ADVANCED PAYMENT
AS,DISCOVERED
AT,APPOINT
AV,CANCELLATION NOT EFFECTED
AW,MASS CANCELLATION
AX,PARTIAL CANCELLATION
B,CANCEL BALANCE OF ORDER/ITEM THAT EXCEEDS VALUE SPECIFIED IN DATA
BD,BOARD
BE,PRODUCER REPORTING STRUCTURE CHANGE
BF,BACKGROUND INVESTIGATION
BG,LICENSE REQUEST
BH,BOOK OF BUSINESS TRANSFER
BI,BIFURCATE
BJ,PRINT LOAN APPLICATION ONLY
BK,GUARANTEE APPLICATION ONLY
BL,GUARANTEE BEFORE SENDING APPLICATION
BM,RETURN LOAN APPLICATION WITH CERTIFICATION DATA
BN,GUARANTEE AFTER RECEIVING APPLICATION
BO,USE BOTH DATE AND METER CRITERIA
C,CANCELLED
C1,COMMUNITY SERVICE REQUIRED
C2,CONVICTED
CA,CHANGE NAME
CB,CUT
CC,CONCUR
CD,COMPLETED DOCKET (PROPOSER ONLY AND ON CURRENT DOCKET)
CE,CHARGE
CF,CONFIRM
CG,CONDITIONALLY GRANT
CL,CLOSED
CM,COMMENCE
CN,CONSOLIDATED
CO,CORRECT
CP,COUNTER PROPOSAL
CR,"PROCESS IMMEDIATE, CRITICAL"
CS,TRANSFER OF CLAIM FOR SECURITY
CT,CONTACT PAYER
CU,CONTINUE
CV,CONVERT
CX,CLAIM TRANSFERRED
D,DELETE A BILL OF LADING
D1,DEPORTED
D2,DISMISSED
DA,DIVISION ADJUSTMENT ONLY
DB,SHORTEN EXPIRATION DATE
DC,DELIVERED TO ANOTHER CARRIER
DD,DELETE AND DOCKET (PROPOSER ONLY ON UNCONCURRED DOCKET)
DE,DENY
DF,DEFER
DG,DECREASE
DH,EXTENDED EXPIRATION DATE
DI,DISMISSED WITH PREJUDICE
DJ,DISMISSED WITHOUT PREJUDICE
DK,DISPOSE
DL,DIVERT
DP,DELIVERED TO PUBLIC WAREHOUSE
DR,DIRECT
DS,DISCARDED
DT,DISCONTINUE
DX,DISCHARGED
E,ELIMINATE/EXPIRE
EA,ESTABLISH ADDRESS
EB,ESTABLISH ADDITIONAL ADDRESS
EC,ESTABLISH ELECTRONIC ADDRESS
ED,SUPPRESS CORRESPONDENCE
EE,SUPPRESS FORMS
EN,ENTER
EP,ENTIRE PATIENT INFORMATION
ER,EXTENSION REQUEST
EV,EVALUATE
EX,EXTEND
EZ,EXCEPTION OCCURRED
F,FINAL
F1,FINED
FA,FAIL
FC,FACTOR CHANGE
FI,FILE
FO,FORFEIT
