Value,Description
1,PRODUCT TRANSFER
10,CONTINUED TREATMENT
11,CHEMICAL ANALYSIS
12,MECHANICAL PROPERTIES
13,CERTIFIED TEST REPORT
14,CORE LOSS TEST REPORT
15,JUSTIFICATION FOR ADMISSION
16,WESTERN REGION 01 (INTERNAL REVENUE SERVICE SUMMARY OF LINE 31 ON
17,RETURN FROM TAX PAYER REPORT (INTERNAL REVENUE SERVICE SUMMARY)
18,NOTE RECEIVABLE
19,CREDIT REPORT
2,RESALE
20,PROCESS PLAN
21,RECOVERY PLAN
22,FUNCTIONAL PLAN
23,CONTRACTUAL PLAN
24,NON-CONTRACTUAL PLAN
25,PURCHASE PLAN
26,PRODUCTION PLAN
27,CONTRACT DELIVERY SCHEDULE
28,MASTER DELIVERY SCHEDULE
29,ASSEMBLY PLAN
3,REPORT JUSTIFYING TREATMENT BEYOND UTILIZATION GUIDELINES
30,LEAD TIME CHART
31,MASTER SCHEDULE
32,MASTER PRODUCTION SCHEDULE
33,MANUFACTURING FLOW DIAGRAM
34,LOT RELEASE PLAN
35,SUBCONTRACTOR PLAN
36,DEVELOPMENT PLAN
37,LEASE AGREEMENT
38,COURT JUDGMENT
39,LOTTERY WINNING LETTER
4,DRUGS ADMINISTERED
40,CURB SIDE INSPECTION
41,STATISTICAL MODEL
42,INTERIOR AND EXTERIOR INSPECTION
43,NON-INSPECTION REPORT
44,REVIEW APPRAISAL
45,INVESTOR GUIDELINES
46,SOLE DISCRETION INSPECTION
47,BROKERS PRICE OPINION
48,SOCIAL SECURITY BENEFIT LETTER
49,DIVORCE DECREE
5,TREATMENT DIAGNOSIS
50,CONTRACT
51,GIFT LETTER
52,WILL
53,TRUST AGREEMENT
54,AWARD LETTER
55,RENTAL AGREEMENT
56,PRELIMINARY REAL ESTATE SETTLEMENT STATEMENT
57,INCOME STATEMENT (INTERNAL REVENUE SERVICE FORM 1099)
58,UTILITY BILL
59,BENEFIT LETTER
6,INITIAL ASSESSMENT
60,CANCELED CHECK
61,INDIVIDUAL TAX RETURN (INTERNAL REVENUE SERVICE FORM 1040)
62,ASSET ACCOUNT STATEMENT
63,STATEMENT OF PROFIT AND LOSS
64,"PARTNER SHARE OF INCOME, CREDIT, DEDUCTIONS, (INTERNAL REVENUE SE"
65,PARTNERSHIP TAX RETURN (INTERNAL REVENUE SERVICE FORM 1120)
66,PAY STUB
67,WAGE AND TAX STATEMENT (INTERNAL REVENUE SERVICE FORM W2)
68,YEAR END STATEMENT
69,BANK STATEMENT
7,FUNCTIONAL GOALS
70,VERIFICATION OF LOAN/INSTALLMENT DEBT FORM
71,VERIFICATION OF DEPOSIT FORM
72,VERIFICATION OF MORTGAGE/RENT FORM
73,VERIFICATION OF EMPLOYMENT FORM
74,CORPORATION TAX RETURN (INTERNAL REVENUE SERVICE FORM 1065)
75,TITLE CERTIFICATES
76,REAL ESTATE SETTLEMENT STATEMENT (HOUSING AND URBAN DEVELOPMENT F
77,SUPPORT DATA FOR VERIFICATION
78,VISA/EXPORT LICENSE
79,MULTI-COUNTRY TEXTILE DECLARATION
8,PLAN OF TREATMENT
80,SINGLE COUNTRY TEXTILE DECLARATION
81,NEGATIVE TEXTILE DECLARATION
82,ENDANGERED SPECIES CONVENTION ON INTERNATIONAL TRADE IN ENDANGERE
83,TRADEMARK RELEASE
84,WATER RESISTANCE STATEMENT
85,CERTIFICATE OF CERAMICWARE CERAMICS COMMODITIES INSPECTION BUREAU
86,WEARING APPAREL DETAIL SHEET (WADS)
87,INTERIM FOOTWEAR INVOICE
88,IMPACT RESISTANCE STATEMENT
89,TOXIC SUBSTANCE COMPLIANCE STATEMENT
9,PROGRESS REPORT
90,FOREIGN SHIPPERS DECLARATION
91,VETERINARIAN CERTIFICATE
92,CHILD LABOR CERTIFICATE
93,PRISON LABOR CERTIFICATE
94,PURCHASE ORDER COPY
95,PRODUCT ANALYSIS
96,AMERICAN AUTOMOTIVE LABELING ACT CERTIFICATE
97,BROKER MARKET ANALYSIS
A1,AIR EMISSIONS STATEMENTS
A2,ANTI-DUMPING GASOLINE PROGRAM REPORT
A3,ALLERGIES/SENSITIVITIES DOCUMENT
A4,AUTOPSY REPORT
AA,AGENT INVENTORY REPORT
AB,ASSEMBLY DRAWING
AC,ASSAY CERTIFICATE
AD,AGENT/DISTRIBUTOR INVENTORY REPORT
AE,ATTACHMENT
AF,AID FORM
AG,ACTUAL
AH,EASEMENT REPORT
AI,"CONDITIONS, COVENANT, AND RESTRICTIONS REPORT"
AJ,IMPOUND ACCOUNT ESCROW ANALYSIS REPORT
AK,CLOSING ESCROW ANALYSIS REPORT
AL,RESERVED ESCROW ANALYSIS REPORT
AM,AMBULANCE CERTIFICATION
AN,TITLE POLICY
AO,AVERAGE OUTGOING QUALITY REPORT
AP,ADVANCED PROBLEM NOTIFICATION
AQ,HOUSING AND URBAN DEVELOPMENT (HUD) 1 REPORT
AR,ASSET RECLASSIFICATION EXTENSION REQUEST
AS,ADMISSION SUMMARY
AT,PURCHASE ORDER ATTACHMENT
AU,AUTOMOBILE CLAIM REPORT
AV,AVERAGING AREAS REPORT
AW,AIR WAYBILL
AX,ASSET RECLASSIFICATION EXTENSION RESPONSE
AY,TAX CERTIFICATE
AZ,HOME OWNER AUTHORIZATION
B1,BATCH REPORT
B2,PRESCRIPTION
B3,PHYSICIAN ORDER
B4,REFERRAL FORM
BA,BUDGET
BB,BUY OR SELL EXCHANGE CONTRACT STATUS STATEMENT
BC,BILL OF LADING COPY
BE,BENZENE CONTENT AVERAGING REPORT
BF,BAILMENT WAREHOUSE WITHDRAWAL REQUEST
BL,BILL OF LADING
BM,BILL OF MATERIAL
BN,BENEFICIARY CERTIFICATE
BO,BILL OF LADING ORIGINAL
BR,BENCHMARK TESTING RESULTS
BS,BASELINE
BT,BLANKET TEST RESULTS
BW,BILL OF SALE
BY,BIENNIAL REPORT
C1,COST DATA SUMMARY
C2,FUNCTIONAL COST AND HOUR
C3,PROGRESS CURVE
C4,PLANT-WIDE DATA
C5,CERTIFIED COST AND PRICE DATA
C6,WAGE DETERMINATION
C7,CREDIT TRANSFER SUMMARY REPORT
C8,CHEMICAL/RADIOLOGICAL REPORT
C9,CERTIFICATION/AUTHORIZATION DOCUMENT
CA,CERTIFICATE OF ANALYSIS
CB,CHIROPRACTIC JUSTIFICATION
CC,C.A.A. CERTIFICATE OF CONFORMANCE (BRITISH CAA)
CD,CUSTOMER/DISTRIBUTOR INVENTORY REPORT
CE,CONSTABLE REPORT
CF,CAPABILITY
CG,CERTIFICATE OF ORIGIN
CH,CERTIFICATE OF WEIGHT
CI,CERTIFICATE OF INSPECTION REPORT
CJ,COMPLICATIONS DOCUMENT
CK,CONSENT FORM(S)
CL,CABLE
CM,CUSTOMER/MANUFACTURER INVENTORY REPORT
CN,CUSTOMER'S REPORT OF NONCONFORMANCE
CO,CONSIGNMENT ORDER
CP,CERTIFICATE OF COMPLIANCE (MATERIAL CERTIFICATION)
CQ,COUNTY RECORD
CR,LETTER OF CREDIT
CS,CONSIGNED INVENTORY SALES REPORT
CT,CERTIFICATION
CU,CUSTOMER NOTIFICATION LETTER
CV,CHANGE OF HOSPICE BENEFIT
CW,CORRECTIVE WORK ORDER
CX,COST/SCHEDULE STATUS REPORT (C/SSR)
CY,CONTRACT FUNDS STATUS REPORT (CFSR)
CZ,CAMPUS POLICE REPORT
D2,DRUG PROFILE DOCUMENT
DA,DENTAL MODELS
DB,DURABLE MEDICAL EQUIPMENT PRESCRIPTION
DC,DISTRIBUTOR/CUSTOMER INVENTORY REPORT
DD,DISTRIBUTOR INVENTORY REPORT
DE,CERTIFICATE OF QUALITY
DF,DA59 SPECIAL CUSTOMS INVOICE FOR SOUTH AFRICA
DG,DIAGNOSTIC REPORT
DH,NITROGEN CERTIFICATE
DI,DIRECTORY
DJ,DISCHARGE MONITORING REPORT
DK,DRAWBACK AFFIDAVIT
DL,DRAFT AND TRANSMITTAL LETTER
DM,DISTRIBUTOR/MANUFACTURER INVENTORY REPORT
DN,DEVIATION/NONCONFORMANCE TEST RESULTS AND REQUEST FOR ACTION
DQ,DELINQUENCY
DR,DATALOG REPORT
DS,DISCHARGE SUMMARY
DT,DEPARTMENT OF TRANSPORTATION
DU,COMMERCIAL
DV,CONDOMINIUM
DW,DRAWING(S)
E1,EXPORTER'S CERTIFICATE AND AGREEMENT
EA,ELECTRICAL AVERAGE OUTGOING QUALITY REPORT
EB,EXPLANATION OF BENEFITS (COORDINATION OF BENEFITS OR MEDICARE SEC
